trade_nm,cty_nm,st_cd,case_violtn_cnt,bw_atp_amt,findings_start_date
Child Care Network #124,Chattanooga,TN,1,0,4/17/08
Canyon Rd. Animal Hospital,Amarillo,TX,5,4003.19,6/24/08
Buffalo Wild Wings Store # 3363,Houma,LA,46,15488.31,1/16/11
Access Control Security,San Bernardino,CA,0,0,10/25/10
Winnie Community Hospital,Winnie,TX,5,1410.95,6/21/09
Maria J. Toribio (FLC),Wauchula,FL,8,0,6/15/06
Wildcat Investments,South Elgin,IL,41,18414.54,8/24/04
Dunkin Donuts,Boston,MA,14,2183.37,6/1/04
Dunkin Donuts,Boston,MA,14,2226.73,6/1/04
Moe's Cafe & Driver's Diner,Fort Worth,TX,5,344.64,6/22/06
Allstate Produce Corporation,Carlstadt,NJ,1,0,10/30/06
Mine Fashion,Los Angeles,CA,1,0,5/3/05
Maid in the USA Cleaning Service LLC,Atlanta,GA,0,0,3/12/06
Carousel of Learning II,Palm Bay,FL,2,800.03,5/2/05
Bee Line Transportation LLC,Phoenix,AZ,83,0,5/31/05
Sam's Chevron,Tempe,AZ,3,8664.47,6/1/05
Classic Scapes,Carrollton,TX,2,0,4/29/06
Briteway BSC Inc.,Albuquerque,NM,0,0,10/9/12
All American Relocation,Raleigh,NC,0,0,12/14/05
S.M.A.R.T., L.L.C.,Hammond,LA,14,3000.9,9/1/05
Ackley Trucking and Ackley Moving,Lakeside,CA,71,19618.53,1/31/05
Flamingo Products,Hialeah,FL,2,1498.88,8/27/05
Klean Power Electric,Miami,FL,5,850.98,10/2/05
Washington Mutual Bank,Atlanta,GA,0,0,8/6/05
Velocity Manufacturing, Inc.,Exeter,NH,2,408,6/22/06
Quality Services Company,Carrollton,GA,17,53452.01,10/15/05
Healthcare Services Group, Inc.,Atlanta,GA,1,0,11/28/05
Hicks Heating, Inc.,Parker,CO,2,141.25,1/18/06
Entertainment Distribution Co.,Grover,NC,280,101656.31,4/3/05
Rick's Fastener House and Supply Co.,Hillsboro,OR,4,0,7/8/05
Java Jo'z Coffee and More,San Antonio,TX,9,920.82,10/1/06
Classic Transport Inc,Wisconsin Rapids,WI,21,7508.8,10/8/05
Dale Mayhar Trucking,Eufaula,OK,22,2166.6,3/3/06
Cornerstone AFC,Mattwan,MI,44,38419.68,2/28/05
Angelo's Palace Pizza,Cumberland,RI,16,5897.35,6/18/05
AccuSource / Staffing America, Inc.,Atlanta,GA,1,188.76,1/3/06
Oconee Waste Transport,Watkinsville,GA,0,0,11/2/05
Langford Construction,Burleson,TX,5,1571.38,5/29/05
Power Knight,Arroyo,PR,0,0,10/19/05
McDonald, Roberto, FLC,Immokalee,FL,0,0,7/24/05
John Clarke Retirement Center,Middletown,RI,1,0,7/1/07
Weaver Automotive,Monroe,NC,1,0,3/31/09
Papa Johns Pizza,Vacaville,CA,23,2438.99,3/6/07
RT Plumbling,Norristown,PA,0,0,12/23/08
Opera Suites and Marina,Hialeah,FL,25,4408.45,2/17/09
First Farm, Inc., Cristol Lee, Camp 2,Hastings,FL,1,0,11/21/10
First Farm, Inc., Cristol Lee, Camp 3,Hastings,FL,1,0,11/21/10
Construction Quality Service, Inc,Clearfield,UT,0,0,3/18/09
Neff & Jensen Construction,Sandy,UT,0,0,3/17/09
MATSCO,Woods Cross,UT,9,20840.42,3/6/09
Footprints in the Sand,Aliquippa,PA,3,156.95,4/3/09
Target Construction, Inc,Henderson,NV,0,0,3/29/10
Steven Michaels,Las Vegas,NV,2,55,11/19/10
Guardsmark, LLC,Seattle,WA,36,30161.21,7/24/09
Asian Food Center,Bellevue,WA,16,39695.85,3/9/09
BP/Englewood(Rt. 4 E),Englewood,NJ,0,0,2/15/11
Pro Dry Cleaners,Mesquite,TX,7,1661.4,1/1/10
Sterling Securities,Newark,NJ,71,103969.13,3/6/09
Roto-Rooter,Albany,NY,29,13986.15,4/4/09
Tempa General Contracting (131 Broome Street),Maspeth,NY,2,158.9,2/26/11
Seaborn Professional Staffing,Saint Petersburg,FL,5,7587.84,6/9/09
Urban Active Fitness,Louisville,KY,2,0,10/1/09
Sam's Mini Mart,South Sioux City,NE,14,1728.67,9/15/09
GR Farm Labor,Fresno,CA,9,320,5/1/11
Valet Parking Service VPS,Chicago,IL,2,1741.63,5/30/10
Cricket,Elsa,TX,9,8839.2,12/14/09
Mi Hacienda Adult Day Care, LLC,San Juan,TX,0,0,3/1/10
American Group,Akron,OH,0,0,1/1/06
Polo Canal Development, LLC,La Place,LA,6,4790.15,5/18/06
WM Roofing & Masonry & More,River Grove,IL,0,0,4/1/13
Custom Pine Straw, Inc.,Branford,FL,4,0,10/27/09
Sheridan Early Childhood Center,Englewood,CO,8,931.88,12/1/09
Midwest Pro Painting,Las Vegas,NV,13,21336.61,12/1/09
ARCO AM/PM,Oxnard,CA,8,1509.64,6/2/10
No Frills Supermarket,Bellevue,NE,0,0,1/30/10
Saman & Son, Inc.,Providence,RI,18,25308.19,10/3/07
Oasis Fence,Lebanon,OR,0,0,1/1/11
Tip Top Deluxe,Grand Rapids,MI,7,1400.98,6/25/11
Hotchkiss Short Stop,Hotchkiss,CO,2,127.03,3/10/10
Columbia Sanitary Services,Golden,CO,8,7521.04,3/23/10
Ben & Jerry's Homemade, Inc.,Kahului,HI,2,697.58,3/11/10
Hunt Irrigation,Lincoln,NE,0,0,8/12/09
Timberline Landscaping, Inc,Colorado Springs,CO,13,449.6,6/26/10
Tender Care Assisted Living,Spearfish,SD,1,0,9/14/10
Saul's Restaurant & Delicatessen,Berkeley,CA,2,232,8/16/10
Dollar General,Smethport,PA,0,0,8/26/11
SSG Group Enterprises, LLC,Hinesville,GA,64,13198.72,10/1/03
Eagle Technologies,Lanham,MD,94,24934.18,12/1/03
Westside Drywall, Inc.,Hubbard,OR,72,200000,9/25/04
Kevin Misch Excavating,Crown Point,IN,24,30437.58,9/25/05
Arc Maintainence, Inc.,Bath,PA,25,2168.4,7/1/13
The Inn at Fox Hollow,Woodbury,NY,2,237.42,6/1/05
Chick-Fil-A of Cordova Mall,Pensacola,FL,4,0,5/3/07
HRCC Inserting, Inc.,Queens Village,NY,15,18720.96,1/1/08
Wynne Police Department,Wynne,AR,30,75651.39,6/6/09
Gisi Pheasant Farms,Ipswich,SD,40,6767.04,3/10/11
City of Wilmington,Wilmington,DE,10,9190.63,3/12/10
Pathway to Learning,Houston,TX,33,33958.21,5/14/10
Sunshine Management,Colorado Springs,CO,7,4115.32,12/8/02
Blue Cross,Providence,RI,12,6786.81,11/7/03
KCORP Technology Services, Inc.,Fairbanks,AK,2,1203.17,1/19/11
Jin's Culver City Services,Culver City,CA,0,0,6/19/10
City of Chico,Chico,CA,2,284.97,9/1/12
New Image Theatre Maintenance, Inc,Encinitas,CA,0,0,10/10/10
Duke Energy Corp,Dalton,GA,2,288.89,4/13/03
Amphorae,Baton Rouge,LA,0,0,3/24/09
The Brian Center, Clayton,Clayton,NC,0,0,10/10/12
Hall's Trucking of Texas,Von Ormy,TX,147,0,1/1/09
Paraso Infantil,Fajardo,PR,1,0,10/1/08
Han's Market,Hagatna,GU,0,0,8/11/13
Vardaman Farmers Gin, Inc.,Vardaman,MS,22,4786.53,10/27/04
Church Brew Works,Pittsburgh,PA,52,2222.26,7/25/10
National Magazine Exchange,Seminole,FL,0,0,8/1/10
Montella Inc.,Stanhope,NJ,13,8296.13,11/30/01
Magic Valley Pawn and Loan,Twin Falls,ID,7,7178.14,5/20/13
Central States Design Developers and Builders,Waunakee,WI,0,0,8/15/07
Donut Connection,Gibsonia,PA,2,0,10/29/05
Only 99 Cents Store Wantagh,Wantagh,NY,3,1124,6/25/03
Pledge Cleaners,San Antonio,TX,1,685.67,8/9/03
Jem Farms,Belle Glade,FL,2,0,10/17/10
Willie's Sports Bar & Grill,El Dorado,KS,13,5457.75,12/21/09
Superstar Sports,Wichita,KS,10,833.3,10/23/09
Triangle East Storage,Wilson,NC,4,0,1/6/06
Wyoming Department of Health,Lander,WY,5,4266.36,2/1/07
Bailey Professional Services,Gillette,WY,5,1760.7,8/6/07
HCR Manorcare,Lancaster,PA,5,3363.67,1/17/07
A Mother's Best Friend,Morganton,NC,7,2075.58,9/2/06
Quiznos- Louisville,Louisville,CO,3,2268.43,12/10/06
New Port Apartments,Tampa,FL,1,201.2,10/25/05
Gemni Pool and Spa Inc.,Pearl City,HI,0,0,8/11/08
El Mexicano,Canton,IL,1,0,4/1/10
Westboro Toyota,Westborough,MA,55,70601.15,7/11/08
Quality Inn,Gainesville,FL,6,763.31,8/3/08
American Value Inn in Tulsa,Tulsa,OK,2,933.44,12/1/08
DTI,Van Buren,AR,6,10525.17,7/20/08
PC Contractors, LLC,Cresson,TX,0,0,3/1/13
Gwinnett Family Physicians,Buford,GA,10,1783.17,9/16/08
Fountain View Place,Mishawaka,IN,1,778.4,6/21/08
Collier's Medicine on Time,Atlanta,GA,9,53742.58,8/17/08
Axis Financial LLC,Seattle,WA,16,16733.97,6/1/06
The Cellular Mall,Louisville,KY,21,3626.65,9/30/08
New World Pasta,Saint Louis,MO,2,0,7/26/09
D.T.S. Trucking,Wentzville,MO,96,0,8/8/10
Wetegrove, Tom,Harlingen,TX,5,0,2/13/13
Bob Myers Excavating Inc,Brighton,MI,18,69435.39,11/24/08
Level Set Modular,Lake Orion,MI,8,726.28,4/1/09
Mancini and Associates,Monaca,PA,16,26784.45,1/3/09
Kidz First Daycare Child Development Center,Omaha,NE,11,2834.95,4/15/09
Washington Gas Energy Services, Inc,Herndon,VA,2,1552.81,9/16/06
Lexus Monterey Peninsula,Seaside,CA,26,4115.14,10/21/08
City of Cayce,West Columbia,SC,0,0,5/12/03
MCM Grande Odessa,Odessa,TX,53,15450.98,7/11/10
Centurion Solutions Group LLC,Chillicothe,OH,5,2995.42,7/21/12
C. J. Maggie's,Elkins,WV,1,0,9/28/10
Shade Tree Power Sports,Big Lake,MN,1,530.49,12/13/10
Tadros MDPA,Houston,TX,3,1418.11,9/30/10
Plasti-Paint Inc,Franklin,GA,33,6350.28,12/3/10
Country Steakout Restaurant and Lounge,Fort Morgan,CO,15,2780.02,12/22/10
Hong Kong Restaurant,Cartersville,GA,3,8663.04,1/1/11
American Solutions Inc.,Newark,DE,2,0,1/22/08
Sawyer Adult Care LLC,Saint Helen,MI,15,1897.32,1/10/11
J. America Sportswear,Fowlerville,MI,6,9913.71,11/1/10
Press Ganey Associates,South Bend,IN,0,0,2/1/11
Precision Broadband Installation Corporation,Toledo,OH,1,0,4/13/10
Dana Family Home II,Fairfield,CA,1,0,11/8/10
Wake County Group Home #2,Raleigh,NC,0,0,1/23/11
Navarro, Mario Gutierrez (FLC),Lindsay,CA,5,0,2/12/13
Sports Page Grill,Indianola,IA,84,5277.79,1/2/12
C J Cooper & Associates, Inc.,Hiawatha,IA,1,336.24,4/18/11
Kneeland Brothers,Rowley,MA,0,0,11/16/03
Bubbe & Zayde's Place V,Santa Ana,CA,7,18761.63,5/15/11
Corizon Health Inc,Clayton,AL,2,0,1/12/13
Bubbe & Zayde's Place II,Santa Ana,CA,6,6308.7,5/15/11
Nastec International,Calabasas,CA,0,0,5/15/10
Taipei Tokyo,Glenwood Springs,CO,9,33354.88,7/1/12
San Mateo County  HSA Children & Family Ser.,Belmont,CA,128,1762175.9,6/13/11
Dusty Acres,Portland,OH,0,0,3/1/13
Michigan State Police Training Academy,Lansing,MI,0,0,8/16/11
U.S. Security Associates,Albany,NY,0,0,3/28/11
Discount Electric,Corpus Christi,TX,0,0,8/11/13
Lakeview Restaurant,Fancy Gap,VA,1,0,8/28/11
Provest, Inc.,Elmhurst,IL,10,8501.07,2/2/04
Wellness Home Health Care, Inc.,Huntington Woods,MI,0,0,7/1/08
Merlo Harvesting,Lake Placid,FL,183,68441.94,1/4/08
Agustin Gomez (FLC),Fort Pierce,FL,11,0,6/7/11
Mc Donalds Randallstown,Randallstown,MD,0,0,5/12/10
Custom Copper & Slate,Medfield,MA,15,21048.59,8/22/11
R Orozco Packing,Edinburg,TX,4,0,8/1/11
IT Resources Inc.,Schaumburg,IL,1,157677.2,10/1/08
Jaycee's Children Center, Inc.,Houston,TX,0,0,8/9/03
Carisma Wash Lube Detail,Corpus Christi,TX,4,188.62,3/7/05
Buzz's Original Steak House (PC),Pearl City,HI,36,34670.97,7/1/12
Whiting Door Mfg. Corp.,Akron,NY,1,0,10/26/15
Resorts West Services and Maintenance,Park City,UT,8,5136.79,9/2/10
Anderson Manufacturing, Incorporated,Camilla,GA,2,328.22,12/4/06
La Fiesta Mexican Restaurant-Bartlesville,Bartlesville,OK,42,0,8/20/10
Sierra Aviation Group,Santa Ana,CA,53,15122.69,3/15/11
Friendship House,Hackensack,NJ,277,5571.25,8/31/11
Total Electrical Contractors,Hialeah,FL,15,12777.25,12/12/14
Silver Screen,San Antonio,TX,27,9984,3/3/11
Lynn Wholesale Flooring,Beltsville,MD,14,14433.2,4/1/11
Global Dynamics, LLC.,Columbia,MD,0,0,8/16/11
Jawor Blue Acres,Ravenna,MI,0,0,8/1/04
Crazy Otto's,Acton,CA,5,519.15,11/22/10
Adobe House of Petaluma,Petaluma,CA,17,22500,4/16/10
Pizza Hut,Shreveport,LA,6,653.74,5/7/11
Champion Roofing,Alcoa,TN,13,16901.27,8/11/11
Hyde Construction,Madisonville,TN,9,3951.15,3/23/13
Martinelli Landscape Construction,Fort Campbell,KY,2,48.87,4/11/12
Youngquist Brothers Inc,Fort Myers,FL,19,36846,3/11/04
Claudia & Carlos Calvelo,Ossining,NY,0,0,3/10/13
Whitestone Staffing Inc,Birmingham,AL,0,0,3/20/10
Bridges Community Support Services Inc,Saint Louis,MO,0,0,8/16/11
Dominion Homes, LP,Amarillo,TX,5,35402.24,2/1/06
Blue Ridge Brewing Company,Greenville,SC,1,0,4/21/04
Beckhams Used Cars, Inc.,Milledgeville,GA,1,691.7,7/1/11
Art Anderson Farms, Inc.,Arcadia,NE,1,20426,7/21/11
ARR Towing & Recovery, LLC,Council Bluffs,IA,30,0,12/16/12
New Vanderbilt Rehabilitation & Care Center,Staten Island,NY,0,0,1/18/12
Raceway # 6733,Shreveport,LA,3,40.92,3/1/12
Quality Inn,Uvalde,TX,0,0,1/11/12
Thunderbird Veterinary Hospital,Norman,OK,0,0,1/17/12
Frutos de la Montaa,Lares,PR,54,0,11/21/12
Bath Pro, LLC,Hamden,CT,16,8039.49,2/1/03
Sam Taylor's Bar-B-Q,Glendale,CO,4,9939.29,8/17/02
Choctaw Management Services Enterprise,San Antonio,TX,19,9845.44,3/23/02
Wheeling Inn,Wheeling,WV,2,0,7/22/13
Windy Hilll Manor,Kingwood,WV,2,306.72,7/17/11
Arlington Dental Lab,Indianapolis,IN,6,4985.1,1/1/03
Grandhaven Living Center,Lansing,MI,7,3926.82,10/3/02
Timber Ridge Senior Assisted Living Center,East Lansing,MI,0,0,9/21/02
Meadowmere Resort,Ogunquit,ME,3,831.07,11/22/02
David Lebaron,Salt Lake City,UT,56,58825.66,9/1/11
Ennoble Manor Care Center, Inc.,Dubuque,IA,10,529.55,1/22/05
HECTOR'S HEALTH COMPANY,McAllen,TX,11,11919.88,9/7/02
Blue Heron Restaurant,Palm Harbor,FL,0,0,7/1/03
Loving Care Private School, Inc.,Houston,TX,12,1730.92,8/25/09
Four Star General Cleaning,New York,NY,0,0,2/9/03
Bill Colwell Ford, Isuzu,Hudson,IA,0,0,10/30/02
Laser RX Spa & Laser Center,Scottsdale,AZ,2,4368,3/1/07
Extreme Masonry Inc.,Albuquerque,NM,1,0,12/26/06
Day & Night Towing, Inc.,North Las Vegas,NV,5,4167.74,7/18/02
General Dynamics,Groton,CT,1,0,10/1/07
Front Gate Holdings, LLC,Salt Lake City,UT,23,9806.02,10/1/02
The Franklin Company,Salt Lake City,UT,19,14288.8,8/9/12
Transwest Pick-A-Part,Ogden,UT,10,1885.36,12/2/02
B & B Drywall,Lenexa,KS,0,0,12/4/02
Brimark Inn,Sioux Falls,SD,0,0,11/11/02
Bennett Contract Glazing Inc.,Salt Lake City,UT,12,13814.5,1/1/03
Daniel Painting Service Inc.,Mount Dora,FL,8,0,9/25/12
Victoria Secret Stores,Reynoldsburg,OH,13,17531.57,4/1/03
Care Pharmacy of Somersworth,Somersworth,NH,1,330,12/31/02
Dae Sung Fashion Inc,New York,NY,0,0,3/9/03
United States Postal Service,Kansas City,KS,0,0,3/4/04
Dynamic Home Health Care,Las Vegas,NV,0,0,8/1/03
Market Square Health Care Center,South Paris,ME,0,0,4/3/03
Relax Inn,Vicksburg,MS,1,0,10/7/12
Alutiiq Security & Technology LLC,Anchorage,AK,94,9983.01,5/16/04
Fountain West Health Center,West Des Moines,IA,1,0,2/1/03
USA Healthcare Urbandale,Urbandale,IA,0,0,1/16/03
Minutes Plus,Clinton,SC,2,3526.69,10/31/13
Abundant Life Ministries Mother's Day Out,Sherwood,AR,0,0,11/7/12
La Fogata(Flagler),Miami,FL,19,24010.95,5/11/02
Ocean Seafood Buffet,Valencia,CA,3,4584,1/12/14
Bena J, Inc,Los Angeles,CA,5,182.11,3/13/12
Law Office of Ronald R. Benjamin,Binghamton,NY,3,611,4/27/12
Murrah High School,Jackson,MS,2,1677.64,4/7/12
Sea Dip Hotel,Myrtle Beach,SC,2,2163.2,4/23/12
Branch Managers, LLC.,Orchard Park,NY,0,0,5/21/12
Reese & Ray's IGA Plus,Laurel,MT,2,2167.36,5/11/12
East Ford,Jackson,MS,20,6034.67,9/30/02
Statewide Concrete Finishing(Millcentro),West Palm Beach,FL,1,0,6/24/12
God's Little Angels Day Care,Harrisburg,PA,7,16672.13,5/6/12
Carmell Quality Nursery,North Little Rock,AR,0,0,6/10/12
Golden Corral,Bellevue,NE,3,0,4/27/11
Holiday Inn Express-Pearsall,Pearsall,TX,0,0,8/22/12
Regency Global Transportation Group,Pittsburgh,PA,18,14898.11,8/11/12
Hotel Ballard,Seattle,WA,11,1115.24,5/6/13
Greenlee Farm,Rutledge,TN,0,0,1/1/14
Hubert Williams Farm,Rutledge,TN,7,2330.94,7/29/12
Auntie Anne's,Livermore,CA,0,0,6/1/14
Ameriquest Mortgage,Atlanta,GA,1,0,8/22/99
Little Mexico,Greenwood,IN,14,4306.5,12/4/00
Alrod Enterprises, Inc.,Norfolk,VA,0,0,10/1/00
Papa John's Pizza  (Store 2034),Fort Gratiot,MI,56,11034.84,4/2/00
Interstate Roofing, Inc.,Denver,CO,15,9023.24,2/2/08
Bay Disposal,Norfolk,VA,37,17839.79,10/7/01
Ramada Airport,Virginia Beach,VA,45,137727.8,1/16/02
W.A. Fisher, Inc.  Electrical Contractor,Lottsburg,VA,21,9418.39,11/28/01
Environmental Service Laboratories, Inc.,Williamsport,PA,0,0,6/30/13
Shultz Flooring, Inc.,Adams,NY,0,0,7/29/09
Wilco Inside Electrical,Miami,FL,26,30247.97,6/15/02
Freedom Logistcs,Charleston,SC,12,24993.78,2/1/02
Chopstix,Atlanta,GA,7,24595.2,5/5/02
Shoe Sensation - Danville,Danville,IL,1,45,7/14/02
FCS Property Management,Sandy,UT,8,3647.04,3/1/02
Marriott River City Grille,Windsor,CT,39,8604.53,10/11/02
Gary Hooley Heating & Air,Fort Collins,CO,2,7747.5,3/2/03
Travel Leaders & Results Travel,Minneapolis,MN,1,0,1/1/13
Roper Saint Francis Healthcare,Charleston,SC,9,16426.26,1/18/03
Grand Buffet,Morrow,GA,57,24102.6,11/1/09
West Shore Medical Personnel Services, Inc.,Muskegon,MI,0,0,6/2/08
Cleansweep - Brooklyn/Bronx,Baldwin,NY,23,80644.43,7/5/09
Joyland Achievement Center,Detroit,MI,0,0,8/20/12
Knox Thomas III Farm,Clarksville,TN,0,0,11/28/08
Stuckey's Dairy Queen,Hayden,AL,19,46.13,8/14/05
Mansions at Steiner Ranch,Austin,TX,2,990,3/2/03
Hi Tech Security,North Dartmouth,MA,1,132.75,11/20/04
Hogar Punta Palma,Barceloneta,PR,15,2192.64,3/8/04
King Oil Corporation,Hatillo,PR,2,861.84,8/4/03
Cajun Cafe and Grill,West Nyack,NY,5,1602.78,5/18/03
Capitol Harley-Davidson,Dimondale,MI,11,5098.23,3/2/03
ESCUELITA INFANTIL NANCY,Yauco,PR,2,1166.24,3/15/03
U.S. Postal Service - Flint Branch,Flint,MI,2,0,7/1/04
Brannon's,Clio,MI,15,20269.28,1/1/04
K-Pak Clothing Corp,Los Angeles,CA,1,0,6/1/04
Mathis NETS,Meridian,MS,26,1382.87,6/18/10
Nakon Security,Gary,IN,12,6212.14,5/7/03
Sam Bertha Farms,Bunnell,FL,0,0,3/16/05
Scotties,Longview,TX,2,178,4/9/03
Pet Club,San Mateo,CA,1,47.25,3/14/03
J.B. Guest Home,Pelion,SC,0,0,10/1/03
Little Fox Child Development Center,Fort Mill,SC,1,0,5/2/03
Herb's Family Sports Grill,Mansfield,TX,36,1769.95,1/27/05
Palm Gardens,Woodland,CA,0,0,9/25/11
Dr. Mark E. Griffing,Utica,NY,5,1513.55,10/26/03
Hughes Tree Service,New Egypt,NJ,0,0,1/1/04
Life Safety Inc.,Lafayette,AL,16,0,11/1/03
CESS APPAREL GROUP,INC,New York,NY,0,0,1/14/05
Universal Ambulance Service, Inc.,Providence,RI,1,0,4/27/03
Kreher's Eggs,Clarence,NY,0,0,12/2/12
Texaco Xpress Lube,Monroe,NC,7,5932.24,3/2/09
A & W Produce/Cruz, Rufino FLC,Weslaco,TX,0,0,4/13/05
East Providence Car Wash,East Providence,RI,2,2580.76,5/28/03
Amstar Mortgage Corp,Raleigh,NC,0,0,1/26/07
Howard Johnson Express Inn,Valdosta,GA,0,0,3/26/04
Indiana Eye Care,Indiana,PA,4,4553.49,2/28/09
Dominic & Sons Mail Transportation,Kendalia,TX,2,241.28,3/20/03
Eye Care of Iowa,Pleasant Hill,IA,22,6476.4,7/27/10
Clevelander Hotel /Restaurant,Miami Beach,FL,1,206,2/17/07
Action Roofing Services,Fort Lauderdale,FL,1,0,6/15/04
Burn's Automotive Body Shop/Parker Towing,Parker,CO,3,1831.82,6/16/03
Kone Elevators,Salt Lake City,UT,1,0,4/16/12
MicroTel Inn,Staunton,VA,0,0,8/9/03
Brush Hill Landscaping,Monmouth Junction,NJ,0,0,6/19/03
Dakota Dunafon, Inc. dba Taco Bell,Minot,ND,0,0,6/11/03
Behavioral Healthcare Services,Owensboro,KY,5,223.04,5/3/03
PrimeCare, Inc.,Waterbury,CT,8,1402.66,7/1/03
Montclair Nursing & Rehab Center,Omaha,NE,1,0,9/1/03
Affordable Windshield Solutions,Flower Mound,TX,0,0,2/1/04
Dunkin Donut,Parsippany,NJ,17,8442.11,1/1/04
Pleasant View Center/ McKerley Health Care Ce,Concord,NH,0,0,6/2/02
Beggs Super Mart,Beggs,OK,3,887.07,3/15/10
Arby's,Des Moines,IA,0,0,11/1/10
Goodwill Industries of Greater Detroit,Detroit,MI,32,1065.88,4/15/05
Bedford Greenwich Animal Hospital,Bedford,NY,6,4026.14,7/15/03
Anheuser-Busch, Inc.,Merrimack,NH,0,0,10/5/04
Federal Contracts &  Associates,Key West,FL,0,0,1/1/03
Lyons Professional Services, Inc.,Rockaway Park,NY,11,5901.97,5/11/03
Innovative Property Services, Inc.,North Las Vegas,NV,17,23140.88,1/4/02
Keith Nations,Berkeley,CA,0,0,2/1/10
Supermercado Del Pueblo,North Las Vegas,NV,100,120424.7,1/1/02
Upstate Disposal,Rush,NY,166,51631.74,6/29/02
Horgan Enterprises,Brookline,MA,13,36681.67,3/16/03
The Filling Station,South West City,MO,34,6070.93,10/5/02
Tantra One Restaurant,LOS ANGELES,CA,27,30452.9,8/1/03
Peter Corvallis Productions,Portland,OR,29,49038.2,11/3/02
Danny White Painting,Phoenix,AZ,48,65528.74,1/1/03
Wireless 4 U,Ballwin,MO,18,14860.03,9/14/02
Lahaina Divers Inc,Lahaina,HI,26,24000,3/25/03
Red Robin - Castle Rock,Castle Rock,CO,2,0,2/15/05
Cumberland Security, Inc.,Crossville,TN,4,306.55,12/20/04
Comfort Inn Suites,Hays,KS,3,183.82,5/10/04
American Legion Ball McColm No. 5,Emporia,KS,2,189.47,3/14/04
Colonial Poplin Nursing Home,Fremont,NH,5,6872.76,4/25/04
Serrato FLCs,Pauma Valley,CA,10,0,1/1/05
Ray's Body Shop, Inc.,Little Falls,MN,1,0,8/18/04
IMCS Group, Inc,Irving,TX,1,2905.37,2/28/12
Mercadito Advertising Agency LLC,Las Vegas,NV,7,15048.42,8/21/10
Los Comales #3,Chicago,IL,5,5562.97,2/14/11
Cheung Enterprises LLC,Middletown,PA,1,0,4/1/11
H&F Trucking,Amarillo,TX,2,0,4/20/13
Delahoussaye Co.,Scott,LA,19,30981.35,4/18/11
Nas BP,Logansport,IN,4,676.2,7/4/04
Shell - Elizabeth,Elizabeth,NJ,6,3771.5,11/1/12
National Fuel K #3 - Pine Brook,Pine Brook,NJ,4,1052,11/1/12
Universal Mail Delivery Service (UMDS),San Fernando,CA,79,107797.09,9/18/11
Glenn Voyles Construction,Temecula,CA,8,4625.68,9/21/11
West Las Vegas Schools,Las Vegas,NM,2,4768.77,7/31/05
Austin Plumbing and Repair Services, LLC,Youngsville,LA,1,0,7/15/14
Ruen Tong Thai Cusine,Ukiah,CA,0,0,11/8/04
4 R Express,Fort Morgan,CO,1,362.5,2/25/08
Tiger Trax / Video Joker,New Roads,LA,94,19246.12,11/25/12
IHOP - NW Hwy,Oklahoma City,OK,87,30890.52,12/1/12
Adamucci Farms,Bridgeton,NJ,1,0,8/27/06
The Art of Living,Tucker,GA,27,21534.06,4/21/13
Dominion Health Care Services, LLC,Greenville,NC,35,5199.6,9/18/06
Lucas Vineyards Inc.,Interlaken,NY,0,0,11/10/08
Strain Electric Company/Pioneer Subcontractor,Wyoming,MI,27,7426.1,9/20/14
Benton Food Mart,Benton,AR,0,0,3/17/13
Career Systems Development Corporation,West Henrietta,NY,0,0,4/4/13
AJACE INC,Chantilly,VA,4,20752,5/20/14
Green Apples Academy,Dayton,OH,0,0,2/15/15
Citgo,Portage,MI,0,0,10/14/13
Salmon Rapids Lodge,Riggins,ID,2,2056.64,8/27/13
French Twist,Houston,TX,2,36,8/19/06
Tailpipes,Morgantown,WV,2,0,12/16/12
Student Lending & Consolidations,Clearwater,FL,38,7881.18,10/24/03
Atlantic Beer Garden,Boston,MA,1,0,8/17/09
Brantley & Associates, LLC,Grove City,OH,1,0,2/23/04
Ranger American of Texas,Dallas,TX,94,81194.8,11/23/02
MaggieMoo's Ice Cream & Treatery,Denville,NJ,18,0,10/15/03
JVC Contracting, Inc.,Chester Springs,PA,15,9189.87,10/1/03
Springhill Nursing Home,Mobile,AL,62,20240.38,1/1/03
Caresoft, Inc.,Edison,NJ,3,0,12/15/03
Pastel Florida, LLC,Longwood,FL,1,1023.13,9/22/04
Red Carpet Car Wash,Corona,CA,0,0,12/10/09
Kaysim Court Manor,Philadelphia,PA,0,0,5/11/05
Ace Plumbing & Drain,Pensacola,FL,0,0,9/14/03
Hopital Hermanos Melendez,Bayamon,PR,24,2583.03,9/1/04
Leonard Buildings,Charlotte,NC,3,1531.24,5/13/03
Clearfield City,Clearfield,UT,1,95.74,8/12/08
J & J Trans, LLC,Montgomery,AL,14,2941,9/2/05
Pea Ridge Self Storage,Huntington,WV,2,2310.99,6/1/03
Rainbow Maintenance & Cleaning Corp.,Amityville,NY,48,30687.2,1/9/03
Everdry Waterproofing of Upstate New York,Rochester,NY,10,3118.02,8/1/04
SuperTax,Smyrna,GA,17,40104.17,7/4/12
All Valley Concrete Pumping,Henderson,NV,15,10076.72,8/31/03
Tigerdirect.com,Miami,FL,33,7225.65,10/17/03
Charlie Brown's Steakhouse,Yonkers,NY,105,76842.62,9/13/03
Polinsky Farm Trucking, LLC,Jewett City,CT,3,11616.78,12/6/03
